IDCliente,Genero,Jubilado,Casado,Dependientes,Permanencia_Meses,Telefonia,MutlipleLineas,Internet,SeguridadOnline,CopiaSeguridadLinea,SeguroDispositivo,Soporte,StreamingTV,StreamingMovies,TipoContrato,ReciboOnline,MetodoPago,MontoPlan,MontoTotal,Churn
2520-SGTTA,Mujer,No,Si,Si,0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,20,null,No
7481-ATQQS,Mujer,Si,No,No,49,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Tarjeta de credito,90.85,4515.85,Si
2277-VWCNI,Mujer,Si,No,No,4,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Pago efectivo,48.75,179.85,No
1088-CNNKB,Hombre,No,Si,No,63,Si,Si,DSL,Si,Si,Si,Si,No,Si,Un año,No,Tarjeta de credito,80,5040.2,No
8642-GVWRF,Mujer,No,Si,No,2,Si,No,Fibra optica,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria,79.7,165,Si
1930-BZLHI,Hombre,No,No,No,21,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Pago efectivo,20.35,422.7,No
3400-ESFUW,Hombre,No,Si,Si,55,Si,No,DSL,Si,Si,No,Si,No,No,Dos años,No,Transferencia bancaria,57.55,3046.4,Si
5868-YTYKS,Hombre,No,No,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,20.25,20.25,No
3525-DVKFN,Mujer,No,No,No,17,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.4,358.05,No
1482-OXZSY,Hombre,No,No,No,30,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,100.4,2936.25,No
0377-JBKKT,Hombre,No,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,Si,Pago efectivo,57.95,1271.8,No
5778-BVOFB,Mujer,No,No,No,9,Si,No,DSL,No,No,No,Si,Si,No,Mensual,Si,Transferencia bancaria,59.5,530.05,No
3373-YZZYM,Hombre,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.2,19.2,No
2057-ZBLPD,Mujer,No,Si,No,21,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,86.5,1808.7,Si
0228-MAUWC,Hombre,No,No,No,19,Si,Si,DSL,No,No,Si,Si,No,No,Mensual,No,Cheque,59.55,1144.6,No
5502-RLUYV,Mujer,No,Si,Si,69,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque,103.95,7446.9,Si
0023-HGHWL,Hombre,Si,No,No,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,Si,Cheque,25.1,25.1,Si
7663-YJHSN,Mujer,No,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,103.95,7556.9,No
4915-BFSXL,Hombre,No,Si,Si,70,Si,Si,DSL,Si,No,Si,No,Si,No,Dos años,No,Tarjeta de credito,68.95,4858.7,No
3086-RUCRN,Mujer,No,No,No,66,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Mensual,Si,Transferencia bancaria,103.1,6595,No
5215-LNLDJ,Mujer,No,Si,Si,7,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,Si,Cheque,24.7,149.05,No
7576-JMYWV,Mujer,Si,Si,Si,46,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mensual,Si,Cheque,110.2,4972.1,No
9039-RBEEE,Hombre,No,No,No,39,No,Sin servicio telefonia,DSL,Si,Si,No,Si,Si,No,Mensual,Si,Tarjeta de credito,48.95,1880.85,Si
0257-KXZGU,Mujer,No,Si,Si,32,Si,Si,DSL,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria,62.45,2045.55,No
1307-ATKGB,Hombre,No,No,No,24,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Cheque,89.55,2187.15,No
8417-FMLZI,Hombre,No,Si,Si,6,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Tarjeta de credito,83.55,477.55,Si
3714-XPXBW,Mujer,No,No,No,37,Si,Si,DSL,Si,Si,Si,Si,Si,No,Mensual,Si,Tarjeta de credito,78.9,2976.95,No
1850-AKQEP,Hombre,No,No,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.35,178.7,No
2824-DXNKN,Mujer,No,Si,Si,72,Si,Si,DSL,Si,No,Si,No,Si,No,Dos años,Si,Transferencia bancaria,71.45,5025.85,No
5227-JSCFE,Hombre,Si,Si,No,71,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,No,No,Dos años,No,Tarjeta de credito,46.35,3353.4,No
0848-ZGQIJ,Mujer,No,Si,No,16,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Transferencia bancaria,94.65,1461.15,No
3621-CHYVB,Mujer,No,Si,No,57,No,Sin servicio telefonia,DSL,Si,No,Si,Si,No,Si,Mensual,Si,Transferencia bancaria,49.9,2782.4,No
8042-RNLKO,Hombre,No,No,No,66,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,25.45,1699.15,No
1792-UXAFY,Mujer,Si,No,No,17,Si,No,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Cheque,89.15,1496.9,Si
5372-FBKBN,Mujer,No,No,Si,21,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.75,452.2,No
0420-TXVSG,Hombre,No,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,Dos años,Si,Tarjeta de credito,66.1,4428.45,No
6217-TOWGS,Mujer,No,Si,No,17,Si,Si,DSL,No,Si,No,No,Si,Si,Mensual,Si,Transferencia bancaria,75.4,1322.55,No
0515-YPMCW,Hombre,No,No,Si,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,70.45,70.45,Si
0378-XSZPU,Hombre,No,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,Un año,No,Tarjeta de credito,60.3,3563.8,Si
1045-LTCYT,Mujer,No,Si,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito,21.05,139.75,No
1544-JJMYL,Hombre,No,No,No,27,Si,No,DSL,Si,No,Si,Si,Si,No,Un año,No,Tarjeta de credito,69.35,1927.3,No
4636-JGAAI,Hombre,No,Si,No,34,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,No,Pago efectivo,88.85,3000.25,No
6874-SGLHU,Hombre,No,No,No,30,Si,No,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Transferencia bancaria,97,3021.3,No
5951-AOFIH,Hombre,No,No,No,33,Si,No,DSL,No,Si,Si,No,Si,No,Mensual,Si,Tarjeta de credito,66.4,2245.4,No
4729-XKASR,Hombre,No,No,Si,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,No,Cheque,24.75,24.75,Si
3059-NGMXB,Hombre,No,Si,Si,14,Si,Si,DSL,Si,Si,No,No,No,Si,Mensual,No,Pago efectivo,69.2,944.65,No
8652-YHIYU,Mujer,No,No,Si,16,Si,Si,Fibra optica,No,No,No,Si,No,No,Un año,Si,Tarjeta de credito,79.5,1264.2,No
5278-PNYOX,Mujer,No,No,No,49,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,100.65,4917.75,No
5449-FIBXJ,Hombre,No,Si,Si,19,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,No,Cheque,103.3,2012.7,Si
3486-HOOGQ,Mujer,No,Si,Si,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Transferencia bancaria,79.7,5743.3,No
5061-PBXFW,Mujer,No,Si,Si,32,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,No,Transferencia bancaria,61.4,1864.65,No
8630-FJLIB,Mujer,No,No,No,18,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.8,1221.65,No
3891-NLXJB,Hombre,No,No,No,37,No,Sin servicio telefonia,DSL,Si,Si,No,Si,No,No,Dos años,Si,Pago efectivo,40.55,1390.85,No
4749-OJKQU,Mujer,No,No,No,4,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,75.65,302.35,No
0577-WHMEV,Mujer,No,Si,No,16,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mensual,No,Cheque,90.7,1374.9,No
5453-AXEPF,Hombre,No,Si,No,17,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria,80.5,1336.9,No
3639-XJHKQ,Mujer,No,No,Si,19,Si,No,DSL,Si,Si,Si,No,No,No,Mensual,Si,Cheque,60.6,1297.8,No
3716-LRGXK,Hombre,No,Si,No,60,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Dos años,No,Tarjeta de credito,101.15,6067.4,No
2263-SFSQZ,Hombre,No,Si,Si,51,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Pago efectivo,24.95,1222.25,No
9950-MTGYX,Hombre,No,Si,Si,28,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,20.3,487.95,No
3397-AVTKU,Hombre,No,No,No,43,Si,No,DSL,No,Si,No,No,No,Si,Dos años,Si,Cheque,60,2548.55,No
4825-FUREZ,Hombre,No,Si,No,42,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque,20.25,835.5,No
9837-BMCLM,Hombre,No,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque,78.5,242.05,Si
2672-OJQZP,Mujer,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Pago efectivo,44.75,44.75,No
0137-UDEUO,Mujer,No,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.85,63.75,Si
3134-DSHVC,Mujer,No,No,No,63,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Dos años,No,Tarjeta de credito,98,6218.45,No
6161-UUUTA,Hombre,Si,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque,79.9,260.9,Si
7821-DPRQE,Hombre,No,Si,No,68,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mensual,Si,Cheque,107.7,7320.9,No
6543-XRMYR,Mujer,Si,No,No,30,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque,99.7,2967.35,Si
2001-EWBQU,Mujer,No,No,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Dos años,No,Cheque,104.7,6333.8,No
4925-LMHOK,Hombre,No,No,No,15,Si,Si,DSL,No,Si,No,Si,No,No,Mensual,Si,Tarjeta de credito,58.6,939.7,Si
1608-GMEWB,Hombre,Si,No,No,45,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria,93.9,4200.25,No
6695-AMZUF,Mujer,No,Si,No,70,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,86.45,5950.2,No
1455-UGQVH,Hombre,No,Si,No,10,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,98.5,1037.75,Si
8410-BGQXN,Hombre,No,No,No,4,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.4,93.4,No
8280-MQRQN,Mujer,No,No,No,1,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Pago efectivo,50.45,50.45,Si
1619-YWUBB,Mujer,No,Si,No,68,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,24.95,1614.9,No
7611-YKYTC,Hombre,No,Si,Si,22,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,No,Transferencia bancaria,75,1573.95,No
2037-SGXHH,Hombre,No,Si,Si,38,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Cheque,94.65,3624.3,Si
3178-FESZO,Mujer,No,No,No,1,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de credito,100.25,100.25,Si
0365-GXEZS,Hombre,No,Si,No,18,Si,No,Fibra optica,No,No,Si,Si,No,No,Mensual,No,Cheque,78.2,1468.75,No
0082-OQIQY,Hombre,No,No,No,29,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Cheque,94.2,2607.6,No
6087-MVHJH,Mujer,No,No,No,16,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Cheque,88.45,1422.1,Si
4603-JANFB,Hombre,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.85,69.85,Si
3018-TFTSU,Hombre,No,No,No,12,Si,No,Fibra optica,Si,No,Si,No,No,No,Mensual,No,Transferencia bancaria,81.7,858.6,Si
3606-SBKRY,Hombre,No,No,No,31,No,Sin servicio telefonia,DSL,No,No,Si,No,Si,Si,Un año,Si,Cheque,50.05,1523.4,No
4806-KEXQR,Hombre,No,No,No,4,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,79.9,324.3,Si
0667-NSRGI,Mujer,No,Si,No,48,Si,Si,DSL,No,No,Si,Si,No,Si,Un año,Si,Pago efectivo,69.55,3435.6,No
7083-YNSKY,Mujer,No,No,No,15,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de credito,25.4,399.6,Si
6893-ODYYE,Hombre,No,No,No,50,Si,No,Fibra optica,Si,Si,Si,Si,No,No,Un año,Si,Tarjeta de credito,90.1,4549.45,No
8242-JSVBO,Hombre,No,No,No,7,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,44.65,322.5,No
2479-BRAMR,Hombre,Si,Si,No,41,Si,Si,Fibra optica,Si,No,Si,No,No,No,Mensual,Si,Transferencia bancaria,83.75,3273.55,Si
9541-ZPSEA,Hombre,No,Si,Si,68,Si,No,Fibra optica,Si,No,Si,No,No,No,Dos años,No,Tarjeta de credito,80.35,5375.15,No
2665-NPTGL,Mujer,Si,Si,No,26,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,98.1,2510.7,No
1139-WUOAH,Hombre,No,No,No,57,No,Sin servicio telefonia,DSL,No,No,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,53.35,3090.05,No
4693-VWVBO,Mujer,No,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque,19.55,61.05,No
7434-SHXLS,Mujer,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.9,20.9,Si
6937-GCDGQ,Hombre,No,Si,Si,19,Si,No,DSL,Si,No,No,No,No,No,Un año,Si,Transferencia bancaria,48.95,955.6,No
0988-JRWWP,Mujer,No,No,No,3,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque,54.2,140.4,No
5075-JSDKI,Mujer,No,No,No,59,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque,24.45,1493.1,No
7908-QCBCA,Mujer,No,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,69.4,69.4,Si
8644-XYTSV,Hombre,No,Si,No,42,No,Sin servicio telefonia,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,40.15,1626.05,No
6711-FLDFB,Mujer,No,No,No,7,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,74.9,541.15,Si
3873-WOSBC,Hombre,No,Si,No,67,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,25.6,1784.9,No
7465-ZZRVX,Hombre,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,70.35,70.35,No
7975-JMZNT,Hombre,No,Si,No,66,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,91.7,6075.9,No
7251-XFOIL,Mujer,No,No,No,61,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,No,Pago efectivo,89.2,5500.6,No
4116-IQRFR,Hombre,No,Si,Si,4,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de credito,24.1,73.1,No
3714-JTVOV,Mujer,Si,Si,No,42,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de credito,74.15,3229.4,Si
8259-DZLIZ,Mujer,No,Si,Si,64,Si,Si,DSL,No,Si,No,No,No,No,Un año,Si,Transferencia bancaria,53.85,3399.85,No
0442-ZXKVS,Mujer,Si,Si,No,54,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,115.6,6431.05,No
7853-WNZSY,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de credito,19.75,19.75,No
3120-FAZKD,Hombre,No,Si,Si,54,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria,24.05,1230.9,No
8606-OEGQZ,Mujer,No,No,Si,18,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,25.3,454.65,No
0225-ZORZP,Hombre,No,No,No,3,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,No,Cheque,84.3,235.05,No
4702-IOQDC,Mujer,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,70.1,70.1,Si
9489-JMTTN,Mujer,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,89.75,6595.9,No
0575-CUQOV,Hombre,Si,Si,No,60,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Cheque,97.95,5867,No
0967-BMLBD,Mujer,No,Si,Si,11,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Pago efectivo,20,196.35,No
6178-KFNHS,Mujer,No,No,Si,12,Si,Si,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Cheque,78.3,909.25,Si
2830-LEWOA,Hombre,No,Si,Si,61,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Un año,No,Tarjeta de credito,103.9,6449.15,No
5006-MXVRN,Mujer,No,No,No,39,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20.7,762.45,No
1264-BYWMS,Hombre,No,No,No,55,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,96.8,5283.95,Si
9658-WYUFB,Mujer,No,No,No,17,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Mensual,Si,Cheque,94.4,1617.5,Si
8327-WKMIE,Hombre,No,No,No,37,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de credito,20.15,785.75,No
6917-FIJHC,Mujer,No,Si,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Pago efectivo,26,1776,No
5329-KRDTM,Hombre,Si,Si,No,72,Si,Si,DSL,No,Si,Si,Si,Si,No,Dos años,No,Tarjeta de credito,77.35,5396.25,No
7797-EJMDP,Mujer,No,No,No,8,Si,No,DSL,Si,No,No,Si,No,Si,Mensual,No,Transferencia bancaria,66.05,574.5,No
3530-VWVGU,Mujer,No,Si,Si,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.9,400.3,No
2013-SGDXK,Mujer,No,No,No,1,Si,No,Fibra optica,No,Si,No,No,Si,No,Mensual,No,Cheque,84.3,84.3,Si
6368-NWMCE,Mujer,No,No,No,38,Si,Si,DSL,No,Si,No,Si,No,Si,Mensual,No,Tarjeta de credito,68.15,2656.3,No
3633-CDBUW,Hombre,No,No,Si,17,Si,No,DSL,No,Si,Si,Si,Si,Si,Un año,No,Cheque,80.85,1445.95,No
0707-HOVVN,Mujer,Si,No,No,70,Si,Si,DSL,No,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,75.5,5212.65,No
8580-QVLOC,Mujer,Si,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,92.45,6440.25,Si
3956-MGXOG,Mujer,No,No,No,28,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,80.6,2244.95,No
9274-UARKJ,Mujer,No,No,No,15,Si,No,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria,83.2,1130,No
4077-HWUYD,Hombre,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,87.55,6463.15,No
2012-NWRPA,Mujer,Si,Si,No,11,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,99.55,1131.2,Si
8808-ELEHO,Hombre,Si,No,No,8,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque,81.25,585.95,Si
0103-CSITQ,Mujer,No,Si,No,57,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,109.4,6252.7,No
3506-LCJDC,Hombre,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,19.95,19.95,Si
8671-KKKOS,Mujer,No,Si,No,46,No,Sin servicio telefonia,DSL,Si,Si,No,No,Si,No,Mensual,No,Cheque,45.55,2062.15,No
7305-ZWMAJ,Hombre,No,Si,No,30,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de credito,20.7,587.1,No
9518-XXBXE,Hombre,Si,Si,No,10,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,No,Cheque,75.3,720.45,No
3934-HXCFZ,Hombre,No,Si,No,23,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Mensual,Si,Cheque,99.25,2186.4,Si
6578-KRMAW,Hombre,No,No,No,32,Si,No,Fibra optica,Si,Si,Si,No,No,Si,Mensual,Si,Tarjeta de credito,93.4,2979.3,No
4860-IJUDE,Hombre,No,No,No,13,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de credito,73.75,956.65,No
7666-WKRON,Mujer,No,No,No,39,Si,No,Fibra optica,No,No,Si,Si,No,No,Dos años,Si,Cheque,80.45,3201.55,Si
9688-YGXVR,Mujer,No,No,No,44,Si,No,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Tarjeta de credito,88.15,3973.2,No
0423-UDIJQ,Hombre,Si,No,No,9,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Pago efectivo,49.2,447.9,No
1945-XISKS,Mujer,No,Si,No,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.65,1335.2,No
4910-AQFFX,Hombre,No,Si,Si,9,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Transferencia bancaria,79.35,661.25,Si
2154-KVJFF,Mujer,No,No,No,15,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque,79.75,1111.85,Si
5360-LJCNJ,Mujer,No,Si,No,71,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Dos años,Si,Transferencia bancaria,105.15,7555,No
2607-FBDFF,Hombre,No,No,No,1,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Tarjeta de credito,49,49,No
9647-ERGBE,Mujer,No,Si,Si,30,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,100.05,3046.15,Si
3428-XZMAZ,Hombre,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.35,69.35,Si
1100-DDVRV,Hombre,No,Si,No,17,No,Sin servicio telefonia,DSL,No,Si,No,No,Si,Si,Mensual,Si,Pago efectivo,49.8,836.35,No
0378-TOVMS,Mujer,No,No,No,3,Si,No,Fibra optica,No,No,No,Si,No,Si,Mensual,No,Cheque,85.8,272.2,Si
4355-HBJHH,Hombre,No,Si,Si,67,Si,Si,DSL,Si,No,Si,No,Si,Si,Dos años,Si,Cheque,79.7,5293.4,Si
6728-WYQBC,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,20.95,20.95,No
9058-CBREO,Mujer,Si,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,No,Pago efectivo,50.55,50.55,Si
9029-FEGVJ,Mujer,Si,Si,No,32,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,No,Pago efectivo,79.3,2570,No
7216-KAOID,Hombre,No,Si,Si,41,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,19.5,798.2,No
